OS Version,Servicing option,KB article,Availability date,Build
Windows Server,LTSC,KB5066782,2025-10-14,20348.4294
Windows Server,LTSC,KB5065432,2025-09-09,20348.4171
Windows Server,LTSC,KB5063880,2025-08-12,20348.4052
Windows Server,LTSC,KB5062572,2025-07-08,20348.3932
Windows Server,LTSC,KB5060526,2025-06-10,20348.3807
Windows Server,LTSC,KB5061906,2025-05-23,20348.3695
Windows Server,LTSC,KB5058385,2025-05-13,20348.3692
Windows Server,LTSC,KB5059092,2025-04-16,20348.3566
Windows Server,LTSC,KB5058920,2025-04-11,20348.3561
Windows Server,LTSC,KB5055526,2025-04-08,20348.3453
Windows Server,LTSC,KB5053603,2025-03-11,20348.3328
Windows Server,LTSC,KB5051979,2025-02-11,20348.3207
Windows Server,LTSC,KB5052819,2025-01-18,20348.3095
Windows Server,LTSC,KB5049983,2025-01-14,20348.3091
Windows Server,LTSC,KB5048654,2024-12-10,20348.2966
Windows Server,LTSC,KB5046616,2024-11-12,20348.2849
Windows Server,LTSC,KB5044281,2024-10-08,20348.2762
Windows Server,LTSC,KB5042881,2024-09-10,20348.2700
Windows Server,LTSC,KB5041160,2024-08-13,20348.2655
Windows Server,LTSC,KB5040437,2024-07-09,20348.2582
Windows Server,LTSC,KB5041054,2024-06-20,20348.2529
Windows Server,LTSC,KB5039227,2024-06-11,20348.2527
Windows Server,LTSC,KB5037782,2024-05-14,20348.2461
Windows Server,LTSC,KB5036909,2024-04-09,20348.2402
Windows Server,LTSC,KB5037422,2024-03-22,20348.2342
Windows Server,LTSC,KB5035857,2024-03-12,20348.2340
Windows Server,LTSC,KB5034770,2024-02-13,20348.2322
Windows Server,LTSC,KB5034129,2024-01-09,20348.2227
Windows Server,LTSC,KB5033118,2023-12-12,20348.2159
Windows Server,LTSC,KB5032198,2023-11-14,20348.2113
Windows Server,LTSC,KB5031364,2023-10-10,20348.2031
Windows Server,LTSC,KB5030216,2023-09-12,20348.1970
Windows Server,LTSC,KB5029250,2023-08-08,20348.1906
Windows Server,LTSC,KB5028171,2023-07-11,20348.1850
Windows Server,LTSC,KB5027225,2023-06-13,20348.1787
Windows Server,LTSC,KB5026370,2023-05-09,20348.1726
Windows Server,LTSC,KB5025230,2023-04-11,20348.1668
Windows Server,LTSC,KB5023705,2023-03-14,20348.1607
Windows Server,LTSC,KB5022842,2023-02-14,20348.1547
Windows Server,LTSC,KB5022291,2023-01-10,20348.1487
Windows Server,LTSC,KB5022553,2022-12-20,20348.1368
Windows Server,LTSC,KB5021249,2022-12-13,20348.1366
Windows Server,LTSC,KB5020032,2022-11-22,20348.1311
Windows Server,LTSC,KB5021656,2022-11-17,20348.1251
Windows Server,LTSC,KB5019081,2022-11-08,20348.1249
Windows Server,LTSC,KB5018485,2022-10-25,20348.1194
Windows Server,LTSC,KB5020436,2022-10-17,20348.1131
Windows Server,LTSC,KB5018421,2022-10-11,20348.1129
Windows Server,LTSC,KB5017381,2022-09-20,20348.1070
Windows Server,LTSC,KB5017316,2022-09-13,20348.1006
Windows Server,LTSC,KB5016693,2022-08-16,20348.946
Windows Server,LTSC,KB5016627,2022-08-09,20348.887
Windows Server,LTSC,KB5015879,2022-07-19,20348.859
Windows Server,LTSC,KB5015827,2022-07-12,20348.825
Windows Server,LTSC,KB5014665,2022-06-23,20348.803
Windows Server,LTSC,KB5014678,2022-06-14,20348.768
Windows Server,LTSC,KB5014021,2022-05-24,20348.740
Windows Server,LTSC,KB5015013,2022-05-19,20348.709
Windows Server,LTSC,KB5013944,2022-05-10,20348.707
Windows Server,LTSC,KB5012637,2022-04-25,20348.681
Windows Server,LTSC,KB5012604,2022-04-12,20348.643
Windows Server,LTSC,KB5011558,2022-03-22,20348.617
Windows Server,LTSC,KB5011497,2022-03-08,20348.587
Windows Server,LTSC,KB5010421,2022-02-15,20348.558
Windows Server,LTSC,KB5010354,2022-02-08,20348.524
Windows Server,LTSC,KB5009608,2022-01-25,20348.502
Windows Server,LTSC,KB5010796,2022-01-17,20348.473
Windows Server,LTSC,KB5009555,2022-01-11,20348.469
Windows Server,LTSC,KB5010197,2022-01-05,20348.407
Windows Server,LTSC,KB5008223,2021-12-14,20348.405
Windows Server,LTSC,KB5007254,2021-11-22,20348.380
Windows Server,LTSC,KB5007205,2021-11-09,20348.350
Windows Server,LTSC,KB5006745,2021-10-26,20348.320
Windows Server,LTSC,KB5006699,2021-10-12,20348.288
Windows Server,LTSC,KB5005619,2021-09-27,20348.261
Windows Server,LTSC,KB5005575,2021-09-14,20348.230
Windows Server,LTSC,KB5005104,2021-08-26,20348.202
Windows Server,LTSC,KB5073723,2026-01-13,17763.8276
Windows Server,LTSC,KB5074975,2025-12-18,17763.8148
Windows Server,LTSC,KB5071544,2025-12-09,17763.8146
Windows Server,LTSC,KB5068791,2025-11-11,17763.8027
Windows Server,LTSC,KB5070883,2025-10-23,17763.7922
Windows Server,LTSC,KB5066586,2025-10-14,17763.7919
Windows Server,LTSC,KB5065428,2025-09-09,17763.7792
Windows Server,LTSC,KB5066187,2025-08-19,17763.7683
Windows Server,LTSC,KB5063877,2025-08-12,17763.7678
Windows Server,LTSC,KB5062557,2025-07-08,17763.7558
Windows Server,LTSC,KB5060531,2025-06-10,17763.7434
Windows Server,LTSC,KB5061978,2025-05-27,17763.7322
Windows Server,LTSC,KB5058392,2025-05-13,17763.7314
Windows Server,LTSC,KB5059091,2025-04-16,17763.7249
Windows Server,LTSC,KB5058922,2025-04-11,17763.7240
Windows Server,LTSC,KB5055519,2025-04-08,17763.7136
Windows Server,LTSC,KB5053596,2025-03-11,17763.7009
Windows Server,LTSC,KB5052000,2025-02-11,17763.6893
Windows Server,LTSC,KB5050008,2025-01-14,17763.6775
Windows Server,LTSC,KB5048661,2024-12-10,17763.6659
Windows Server,LTSC,KB5046615,2024-11-12,17763.6532
Windows Server,LTSC,KB5044277,2024-10-08,17763.6414
Windows Server,LTSC,KB5043050,2024-09-10,17763.6293
Windows Server,LTSC,KB5041578,2024-08-13,17763.6189
Windows Server,LTSC,KB5040430,2024-07-09,17763.6054
Windows Server,LTSC,KB5039217,2024-06-11,17763.5936
Windows Server,LTSC,KB5039705,2024-05-23,17763.5830
Windows Server,LTSC,KB5037765,2024-05-14,17763.5820
Windows Server,LTSC,KB5036896,2024-04-09,17763.5696
Windows Server,LTSC,KB5037425,2024-03-25,17763.5579
Windows Server,LTSC,KB5035849,2024-03-12,17763.5576
Windows Server,LTSC,KB5034768,2024-02-13,17763.5458
Windows Server,LTSC,KB5034127,2024-01-09,17763.5329
Windows Server,LTSC,KB5033371,2023-12-12,17763.5206
Windows Server,LTSC,KB5032196,2023-11-14,17763.5122
Windows Server,LTSC,KB5031361,2023-10-10,17763.4974
Windows Server,LTSC,KB5030214,2023-09-12,17763.4851
Windows Server,LTSC,KB5029247,2023-08-08,17763.4737
Windows Server,LTSC,KB5028168,2023-07-11,17763.4645
Windows Server,LTSC,KB5027222,2023-06-13,17763.4499
Windows Server,LTSC,KB5026362,2023-05-09,17763.4377
Windows Server,LTSC,KB5025229,2023-04-11,17763.4252
Windows Server,LTSC,KB5023702,2023-03-14,17763.4131
Windows Server,LTSC,KB5022840,2023-02-14,17763.4010
Windows Server,LTSC,KB5022286,2023-01-10,17763.3887
Windows Server,LTSC,KB5022554,2022-12-20,17763.3772
Windows Server,LTSC,KB5021237,2022-12-13,17763.3770
Windows Server,LTSC,KB5021655,2022-11-17,17763.3653
Windows Server,LTSC,KB5019966,2022-11-08,17763.3650
Windows Server,LTSC,KB5020438,2022-10-17,17763.3534
Windows Server,LTSC,KB5018419,2022-10-11,17763.3532
Windows Server,LTSC,KB5017379,2022-09-20,17763.3469
Windows Server,LTSC,KB5017315,2022-09-13,17763.3406
Windows Server,LTSC,KB5016690,2022-08-23,17763.3346
Windows Server,LTSC,KB5016623,2022-08-09,17763.3287
Windows Server,LTSC,KB5015880,2022-07-21,17763.3232
Windows Server,LTSC,KB5015811,2022-07-12,17763.3165
Windows Server,LTSC,KB5014669,2022-06-23,17763.3113
Windows Server,LTSC,KB5014692,2022-06-14,17763.3046
Windows Server,LTSC,KB5014022,2022-05-24,17763.2989
Windows Server,LTSC,KB5015018,2022-05-19,17763.2931
Windows Server,LTSC,KB5013941,2022-05-10,17763.2928
Windows Server,LTSC,KB5012636,2022-04-21,17763.2867
Windows Server,LTSC,KB5012647,2022-04-12,17763.2803
Windows Server,LTSC,KB5011551,2022-03-22,17763.2746
Windows Server,LTSC,KB5011503,2022-03-08,17763.2686
Windows Server,LTSC,KB5010427,2022-02-15,17763.2628
Windows Server,LTSC,KB5010351,2022-02-08,17763.2565
Windows Server,LTSC,KB5009616,2022-01-25,17763.2510
Windows Server,LTSC,KB5010791,2022-01-18,17763.2458
Windows Server,LTSC,KB5009557,2022-01-11,17763.2452
Windows Server,LTSC,KB5010196,2022-01-04,17763.2369
Windows Server,LTSC,KB5008218,2021-12-14,17763.2366
Windows Server,LTSC,KB5007266,2021-11-22,17763.2330
Windows Server,LTSC,KB5008602,2021-11-14,17763.2305
Windows Server,LTSC,KB5007206,2021-11-09,17763.2300
Windows Server,LTSC,KB5006744,2021-10-19,17763.2268
Windows Server,LTSC,KB5006672,2021-10-12,17763.2237
Windows Server,LTSC,KB5005625,2021-09-21,17763.2213
Windows Server,LTSC,KB5005568,2021-09-14,17763.2183
Windows Server,LTSC,KB5005102,2021-08-26,17763.2145
Windows Server,LTSC,KB5005030,2021-08-10,17763.2114
Windows Server,LTSC,KB5005394,2021-07-27,17763.2091
Windows Server,LTSC,KB5004308,2021-07-20,17763.2090
Windows Server,LTSC,KB5004244,2021-07-13,17763.2061
Windows Server,LTSC,KB5004947,2021-07-06,17763.2029
Windows Server,LTSC,KB5003703,2021-06-15,17763.2028
Windows Server,LTSC,KB5003646,2021-06-08,17763.1999
Windows Server,LTSC,KB5003217,2021-05-20,17763.1971
Windows Server,LTSC,KB5003171,2021-05-11,17763.1935
Windows Server,LTSC,KB5001384,2021-04-22,17763.1911
Windows Server,LTSC,KB5001342,2021-04-13,17763.1879
Windows Server,LTSC,KB5000854,2021-03-25,17763.1852
Windows Server,LTSC,KB5001638,2021-03-18,17763.1823
Windows Server,LTSC,KB5001568,2021-03-15,17763.1821
Windows Server,LTSC,KB5000822,2021-03-09,17763.1817
Windows Server,LTSC,KB4601383,2021-02-16,17763.1790
Windows Server,LTSC,KB4601345,2021-02-09,17763.1757
Windows Server,LTSC,KB4598296,2021-01-21,17763.1728
Windows Server,LTSC,KB4598230,2021-01-12,17763.1697
Windows Server,LTSC,KB4592440,2020-12-08,17763.1637
Windows Server,LTSC,KB4586839,2020-11-19,17763.1613
Windows Server,LTSC,KB4594442,2020-11-17,17763.1579
Windows Server,LTSC,KB4586793,2020-11-10,17763.1577
Windows Server,LTSC,KB4580390,2020-10-20,17763.1554
Windows Server,LTSC,KB4577668,2020-10-13,17763.1518
Windows Server,LTSC,KB4577069,2020-09-16,17763.1490
Windows Server,LTSC,KB4570333,2020-09-08,17763.1457
Windows Server,LTSC,KB4571748,2020-08-20,17763.1432
Windows Server,LTSC,KB4565349,2020-08-11,17763.1397
Windows Server,LTSC,KB4559003,2020-07-21,17763.1369
Windows Server,LTSC,KB4558998,2020-07-14,17763.1339
Windows Server,LTSC,KB4567513,2020-06-16,17763.1294
Windows Server,LTSC,KB4561608,2020-06-09,17763.1282
Windows Server,LTSC,KB4551853,2020-05-12,17763.1217
Windows Server,LTSC,KB4550969,2020-04-21,17763.1192
Windows Server,LTSC,KB4549949,2020-04-14,17763.1158
Windows Server,LTSC,KB4554354,2020-03-30,17763.1132
Windows Server,LTSC,KB4541331,2020-03-17,17763.1131
Windows Server,LTSC,KB4538461,2020-03-10,17763.1098
Windows Server,LTSC,KB4537818,2020-02-25,17763.1075
Windows Server,LTSC,KB4532691,2020-02-11,17763.1039
Windows Server,LTSC,KB4534321,2020-01-23,17763.1012
Windows Server,LTSC,KB4534273,2020-01-14,17763.973
Windows Server,LTSC,KB4530715,2019-12-10,17763.914
Windows Server,LTSC,KB4523205,2019-11-12,17763.864
Windows Server,LTSC,KB4520062,2019-10-15,17763.832
Windows Server,LTSC,KB4519338,2019-10-08,17763.805
Windows Server,LTSC,KB4524148,2019-10-03,17763.775
Windows Server,LTSC,KB4516077,2019-09-24,17763.774
Windows Server,LTSC,KB4522015,2019-09-23,17763.740
Windows Server,LTSC,KB4512578,2019-09-10,17763.737
Windows Server,LTSC,KB4512534,2019-08-17,17763.720
Windows Server,LTSC,KB4511553,2019-08-13,17763.678
Windows Server,LTSC,KB4505658,2019-07-22,17763.652
Windows Server,LTSC,KB4507469,2019-07-09,17763.615
Windows Server,LTSC,KB4509479,2019-06-26,17763.593
Windows Server,LTSC,KB4501371,2019-06-18,17763.592
Windows Server,LTSC,KB4503327,2019-06-11,17763.557
Windows Server,LTSC,KB4497934,2019-05-21,17763.529
Windows Server,LTSC,KB4505056,2019-05-19,17763.504
Windows Server,LTSC,KB4494441,2019-05-14,17763.503
Windows Server,LTSC,KB4495667,2019-05-03,17763.475
Windows Server,LTSC,KB4501835,2019-05-01,17763.439
Windows Server,LTSC,KB4493509,2019-04-09,17763.437
Windows Server,LTSC,KB4490481,2019-04-02,17763.404
Windows Server,LTSC,KB4489899,2019-03-12,17763.379
Windows Server,LTSC,KB4482887,2019-03-01,17763.348
Windows Server,LTSC,KB4487044,2019-02-12,17763.316
Windows Server,LTSC,KB4476976,2019-01-22,17763.292
Windows Server,LTSC,KB4480116,2019-01-08,17763.253
Windows Server,LTSC,KB4483235,2018-12-19,17763.195
Windows Server,LTSC,KB4471332,2018-12-11,17763.194
Windows Server,LTSC,KB4469342,2018-12-05,17763.168
Windows Server,LTSC,KB4467708,2018-11-13,17763.134
Windows Server,LTSC,KB4464455,2018-11-13,17763.107
Windows Server,LTSC,KB4464330,2018-10-09,17763.55
Windows Server,LTSC,,2018-10-02,17763.1
Windows Server,LTSB,KB5073722,2026-01-13,14393.8783
Windows Server,LTSB,KB5074974,2025-12-18,14393.8692
Windows Server,LTSB,KB5071543,2025-12-09,14393.8688
Windows Server,LTSB,KB5068864,2025-11-11,14393.8594
Windows Server,LTSB,KB5070882,2025-10-23,14393.8524
Windows Server,LTSB,KB5066836,2025-10-14,14393.8519
Windows Server,LTSB,KB5065427,2025-09-09,14393.8422
Windows Server,LTSB,KB5063871,2025-08-12,14393.8330
Windows Server,LTSB,KB5062560,2025-07-08,14393.8246
Windows Server,LTSB,KB5061010,2025-06-10,14393.8148
Windows Server,LTSB,KB5058383,2025-05-13,14393.8066
Windows Server,LTSB,KB5058921,2025-04-11,14393.7973
Windows Server,LTSB,KB5055521,2025-04-08,14393.7969
Windows Server,LTSB,KB5053594,2025-03-11,14393.7876
Windows Server,LTSB,KB5052006,2025-02-11,14393.7785
Windows Server,LTSB,KB5049993,2025-01-14,14393.7699
Windows Server,LTSB,KB5048671,2024-12-10,14393.7606
Windows Server,LTSB,KB5046612,2024-11-12,14393.7515
Windows Server,LTSB,KB5044293,2024-10-08,14393.7428
Windows Server,LTSB,KB5043051,2024-09-10,14393.7336
Windows Server,LTSB,KB5041773,2024-08-13,14393.7259
Windows Server,LTSB,KB5040434,2024-07-09,14393.7159
Windows Server,LTSB,KB5039214,2024-06-11,14393.7070
Windows Server,LTSB,KB5037763,2024-05-14,14393.6981
Windows Server,LTSB,KB5036899,2024-04-09,14393.6897
Windows Server,LTSB,KB5037423,2024-03-22,14393.6800
Windows Server,LTSB,KB5035855,2024-03-12,14393.6796
Windows Server,LTSB,KB5034767,2024-02-13,14393.6709
Windows Server,LTSB,KB5034119,2024-01-09,14393.6614
Windows Server,LTSB,KB5033373,2023-12-12,14393.6529
Windows Server,LTSB,KB5032197,2023-11-14,14393.6452
Windows Server,LTSB,KB5031362,2023-10-10,14393.6351
Windows Server,LTSB,KB5030213,2023-09-12,14393.6252
Windows Server,LTSB,KB5029242,2023-08-08,14393.6167
Windows Server,LTSB,KB5028169,2023-07-11,14393.6085
Windows Server,LTSB,KB5028623,2023-06-23,14393.5996
Windows Server,LTSB,KB5027219,2023-06-13,14393.5989
Windows Server,LTSB,KB5026363,2023-05-09,14393.5921
Windows Server,LTSB,KB5025228,2023-04-11,14393.5850
Windows Server,LTSB,KB5023697,2023-03-14,14393.5786
Windows Server,LTSB,KB5022838,2023-02-14,14393.5717
Windows Server,LTSB,KB5022289,2023-01-10,14393.5648
Windows Server,LTSB,KB5021235,2022-12-13,14393.5582
Windows Server,LTSB,KB5021654,2022-11-17,14393.5502
Windows Server,LTSB,KB5019964,2022-11-08,14393.5501
Windows Server,LTSB,KB5020439,2022-10-18,14393.5429
Windows Server,LTSB,KB5018411,2022-10-11,14393.5427
Windows Server,LTSB,KB5017305,2022-09-13,14393.5356
Windows Server,LTSB,KB5016622,2022-08-09,14393.5291
Windows Server,LTSB,KB5015808,2022-07-12,14393.5246
Windows Server,LTSB,KB5014702,2022-06-14,14393.5192
Windows Server,LTSB,KB5015019,2022-05-19,14393.5127
Windows Server,LTSB,KB5013952,2022-05-10,14393.5125
Windows Server,LTSB,KB5012596,2022-04-12,14393.5066
Windows Server,LTSB,KB5011495,2022-03-08,14393.5006
Windows Server,LTSB,KB5010359,2022-02-08,14393.4946
Windows Server,LTSB,KB5010790,2022-01-17,14393.4889
Windows Server,LTSB,KB5009546,2022-01-11,14393.4886
Windows Server,LTSB,KB5010195,2022-01-05,14393.4827
Windows Server,LTSB,KB5008207,2021-12-14,14393.4825
Windows Server,LTSB,KB5008601,2021-11-14,14393.4771
Windows Server,LTSB,KB5007192,2021-11-09,14393.4770
Windows Server,LTSB,KB5006669,2021-10-12,14393.4704
Windows Server,LTSB,KB5005573,2021-09-14,14393.4651
Windows Server,LTSB,KB5005043,2021-08-10,14393.4583
Windows Server,LTSB,KB5005393,2021-07-29,14393.4532
Windows Server,LTSB,KB5004238,2021-07-13,14393.4530
Windows Server,LTSB,KB5004948,2021-07-07,14393.4470
Windows Server,LTSB,KB5003638,2021-06-08,14393.4467
Windows Server,LTSB,KB5003197,2021-05-11,14393.4402
Windows Server,LTSB,KB5001347,2021-04-13,14393.4350
Windows Server,LTSB,KB5001633,2021-03-18,14393.4288
Windows Server,LTSB,KB5000803,2021-03-09,14393.4283
Windows Server,LTSB,KB4601318,2021-02-09,14393.4225
Windows Server,LTSB,KB4598243,2021-01-12,14393.4169
Windows Server,LTSB,KB4593226,2020-12-08,14393.4104
Windows Server,LTSB,KB4594441,2020-11-19,14393.4048
Windows Server,LTSB,KB4586830,2020-11-10,14393.4046
Windows Server,LTSB,KB4580346,2020-10-13,14393.3986
Windows Server,LTSB,KB4577015,2020-09-08,14393.3930
Windows Server,LTSB,KB4571694,2020-08-11,14393.3866
Windows Server,LTSB,KB4565511,2020-07-14,14393.3808
Windows Server,LTSB,KB4567517,2020-06-18,14393.3755
Windows Server,LTSB,KB4561616,2020-06-09,14393.3750
Windows Server,LTSB,KB4556813,2020-05-12,14393.3686
Windows Server,LTSB,KB4550947,2020-04-21,14393.3659
Windows Server,LTSB,KB4550929,2020-04-14,14393.3630
Windows Server,LTSB,KB4541329,2020-03-17,14393.3595
Windows Server,LTSB,KB4540670,2020-03-10,14393.3564
Windows Server,LTSB,KB4537806,2020-02-25,14393.3542
Windows Server,LTSB,KB4537764,2020-02-11,14393.3504
Windows Server,LTSB,KB4534307,2020-01-23,14393.3474
Windows Server,LTSB,KB4534271,2020-01-14,14393.3443
Windows Server,LTSB,KB4530689,2019-12-10,14393.3384
Windows Server,LTSB,KB4525236,2019-11-12,14393.3326
Windows Server,LTSB,KB4519979,2019-10-15,14393.3300
Windows Server,LTSB,KB4519998,2019-10-08,14393.3274
Windows Server,LTSB,KB4524152,2019-10-03,14393.3243
Windows Server,LTSB,KB4516061,2019-09-24,14393.3242
Windows Server,LTSB,KB4522010,2019-09-23,14393.3206
Windows Server,LTSB,KB4516044,2019-09-10,14393.3204
Windows Server,LTSB,KB4512495,2019-08-17,14393.3181
Windows Server,LTSB,KB4512517,2019-08-13,14393.3144
Windows Server,LTSB,KB4507459,2019-07-16,14393.3115
Windows Server,LTSB,KB4507460,2019-07-09,14393.3085
Windows Server,LTSB,KB4509475,2019-06-27,14393.3056
Windows Server,LTSB,KB4503294,2019-06-18,14393.3053
Windows Server,LTSB,KB4503267,2019-06-11,14393.3025
Windows Server,LTSB,KB4499177,2019-05-23,14393.2999
Windows Server,LTSB,KB4505052,2019-05-19,14393.2972
Windows Server,LTSB,KB4494440,2019-05-14,14393.2969
Windows Server,LTSB,KB4493473,2019-04-25,14393.2941
Windows Server,LTSB,KB4499418,2019-04-25,14393.2908
Windows Server,LTSB,KB4493470,2019-04-09,14393.2906
Windows Server,LTSB,KB4489889,2019-03-19,14393.2879
Windows Server,LTSB,KB4489882,2019-03-12,14393.2848
Windows Server,LTSB,KB4487006,2019-02-19,14393.2828
Windows Server,LTSB,KB4487026,2019-02-12,14393.2791
Windows Server,LTSB,KB4480977,2019-01-17,14393.2759
Windows Server,LTSB,KB4480961,2019-01-08,14393.2724
Windows Server,LTSB,KB4483229,2018-12-19,14393.2670
Windows Server,LTSB,KB4471321,2018-12-11,14393.2665
Windows Server,LTSB,KB4478877,2018-12-03,14393.2641
Windows Server,LTSB,KB4467684,2018-11-27,14393.2639
Windows Server,LTSB,KB4467691,2018-11-13,14393.2608
Windows Server,LTSB,KB4462928,2018-10-18,14393.2580
Windows Server,LTSB,KB4462917,2018-10-09,14393.2551
Windows Server,LTSB,KB4457127,2018-09-20,14393.2515
Windows Server,LTSB,KB4457131,2018-09-11,14393.2485
Windows Server,LTSB,KB4343884,2018-08-30,14393.2457
Windows Server,LTSB,KB4343887,2018-08-14,14393.2430
Windows Server,LTSB,KB4346877,2018-07-30,14393.2396
Windows Server,LTSB,KB4338822,2018-07-24,14393.2395
Windows Server,LTSB,KB4345418,2018-07-16,14393.2368
Windows Server,LTSB,KB4338814,2018-07-10,14393.2363
Windows Server,LTSB,KB4284833,2018-06-21,14393.2339
Windows Server,LTSB,KB4284880,2018-06-12,14393.2312
Windows Server,LTSB,KB4103720,2018-05-17,14393.2273
Windows Server,LTSB,KB4103723,2018-05-08,14393.2248
Windows Server,LTSB,KB4093120,2018-04-17,14393.2214
Windows Server,LTSB,KB4093119,2018-04-10,14393.2189
Windows Server,LTSB,KB4096309,2018-03-29,14393.2156
Windows Server,LTSB,KB4088889,2018-03-22,14393.2155
Windows Server,LTSB,KB4088787,2018-03-13,14393.2125
Windows Server,LTSB,KB4077525,2018-02-22,14393.2097
Windows Server,LTSB,KB4074590,2018-02-13,14393.2068
Windows Server,LTSB,KB4057142,2018-01-17,14393.2035
Windows Server,LTSB,KB4056890,2018-01-03,14393.2007
Windows Server,LTSB,KB4053579,2017-12-12,14393.1944
Windows Server,LTSB,KB4051033,2017-11-27,14393.1914
Windows Server,LTSB,KB4048953,2017-11-14,14393.1884
Windows Server,LTSB,KB4052231,2017-11-02,14393.1797
Windows Server,LTSB,KB4041688,2017-10-17,14393.1794
Windows Server,LTSB,KB4041691,2017-10-10,14393.1770
Windows Server,LTSB,KB4038801,2017-09-28,14393.1737
Windows Server,LTSB,KB4038782,2017-09-12,14393.1715
Windows Server,LTSB,KB4039396,2017-08-28,14393.1670
Windows Server,LTSB,KB4034661,2017-08-16,14393.1613
Windows Server,LTSB,KB4034658,2017-08-08,14393.1593
Windows Server,LTSB,KB4038220,2017-08-07,14393.1537
Windows Server,LTSB,KB4025334,2017-07-18,14393.1532
Windows Server,LTSB,KB4025339,2017-07-11,14393.1480
Windows Server,LTSB,KB4022723,2017-06-27,14393.1378
Windows Server,LTSB,KB4022715,2017-06-13,14393.1358
Windows Server,LTSB,KB4019472,2017-05-09,14393.1198
Windows Server,LTSB,KB4015217,2017-04-11,14393.1066
Windows Server,LTSB,KB4015438,2017-03-20,14393.969
Windows Server,LTSB,KB4013429,2017-03-14,14393.953
Windows Server,LTSB,KB3213986,2017-01-10,14393.693
Windows Server,LTSB,KB3206632,2016-12-13,14393.576
Windows Server,LTSB,KB3201845,2016-12-09,14393.479
Windows Server,LTSB,KB3200970,2016-11-08,14393.447
Windows Server,LTSB,KB3197954,2016-10-27,14393.351
Windows Server,LTSB,KB3194798,2016-10-11,14393.321
Windows Server,LTSB,KB3194496,2016-09-29,14393.222
Windows Server,LTSB,KB3193494,2016-09-20,14393.187
Windows Server,LTSB,KB3189866,2016-09-13,14393.187
Windows Server,LTSB,KB3176938,2016-08-31,14393.105
Windows Server,LTSB,KB3176934,2016-08-23,14393.82
Windows Server,LTSB,KB3176495,2016-08-09,14393.51
Windows Server,LTSB,KB3176929,2016-08-02,14393.10
