OS Version,Servicing option,KB article,Availability date,Build
Windows 10,Semi-Annual Channel,KB5015020,2022-05-19,19043.1708
Windows 10,Semi-Annual Channel,KB5013942,2022-05-10,19043.1706
Windows 10,Semi-Annual Channel,KB5011831,2022-04-25,19043.1682
Windows 10,Semi-Annual Channel,KB5012599,2022-04-12,19043.1645
Windows 10,Semi-Annual Channel,KB5011543,2022-03-22,19043.1620
Windows 10,Semi-Annual Channel,KB5011487,2022-03-08,19043.1586
Windows 10,Semi-Annual Channel,KB5010415,2022-02-15,19043.1566
Windows 10,Semi-Annual Channel,KB5010342,2022-02-08,19043.1526
Windows 10,Semi-Annual Channel,KB5009596,2022-01-25,19043.1503
Windows 10,Semi-Annual Channel,KB5010793,2022-01-17,19043.1469
Windows 10,Semi-Annual Channel,KB5009543,2022-01-11,19043.1466
Windows 10,Semi-Annual Channel,KB5008212,2021-12-14,19043.1415
Windows 10,Semi-Annual Channel,KB5007253,2021-11-22,19043.1387
Windows 10,Semi-Annual Channel,KB5007186,2021-11-09,19043.1348
Windows 10,Semi-Annual Channel,KB5006738,2021-10-26,19043.1320
Windows 10,Semi-Annual Channel,KB5006670,2021-10-12,19043.1288
Windows 10,Semi-Annual Channel,KB5005611,2021-09-30,19043.1266
Windows 10,Semi-Annual Channel,KB5005565,2021-09-14,19043.1237
Windows 10,Semi-Annual Channel,KB5005101,2021-09-01,19043.1202
Windows 10,Semi-Annual Channel,KB5005033,2021-08-10,19043.1165
Windows 10,Semi-Annual Channel,KB5004296,2021-07-29,19043.1151
Windows 10,Semi-Annual Channel,KB5004237,2021-07-13,19043.1110
Windows 10,Semi-Annual Channel,KB5004945,2021-07-06,19043.1083
Windows 10,Semi-Annual Channel,KB5004760,2021-06-29,19043.1082
Windows 10,Semi-Annual Channel,KB5003690,2021-06-21,19043.1081
Windows 10,Semi-Annual Channel,KB5004476,2021-06-11,19043.1055
Windows 10,Semi-Annual Channel,KB5003637,2021-06-08,19043.1052
Windows 10,Semi-Annual Channel,KB5003214,2021-05-25,19043.1023
Windows 10,Semi-Annual Channel,KB5003173,2021-05-18,19043.985
Windows 10,Semi-Annual Channel,KB5026361,2023-05-09,19042.2965
Windows 10,Semi-Annual Channel,KB5025221,2023-04-11,19042.2846
Windows 10,Semi-Annual Channel,KB5023773,2023-03-21,19042.2788
Windows 10,Semi-Annual Channel,KB5023696,2023-03-14,19042.2728
Windows 10,Semi-Annual Channel,KB5022906,2023-02-21,19042.2673
Windows 10,Semi-Annual Channel,KB5022834,2023-02-14,19042.2604
Windows 10,Semi-Annual Channel,KB5019275,2023-01-19,19042.2546
Windows 10,Semi-Annual Channel,KB5022282,2023-01-10,19042.2486
Windows 10,Semi-Annual Channel,KB5021233,2022-12-13,19042.2364
Windows 10,Semi-Annual Channel,KB5020030,2022-11-15,19042.2311
Windows 10,Semi-Annual Channel,KB5019959,2022-11-08,19042.2251
Windows 10,Semi-Annual Channel,KB5020953,2022-10-28,19042.2194
Windows 10,Semi-Annual Channel,KB5018482,2022-10-25,19042.2193
Windows 10,Semi-Annual Channel,KB5020435,2022-10-17,19042.2132
Windows 10,Semi-Annual Channel,KB5018410,2022-10-11,19042.2130
Windows 10,Semi-Annual Channel,KB5017380,2022-09-20,19042.2075
Windows 10,Semi-Annual Channel,KB5017308,2022-09-13,19042.2006
Windows 10,Semi-Annual Channel,KB5016688,2022-08-26,19042.1949
Windows 10,Semi-Annual Channel,KB5016616,2022-08-09,19042.1889
Windows 10,Semi-Annual Channel,KB5015878,2022-07-26,19042.1865
Windows 10,Semi-Annual Channel,KB5015807,2022-07-12,19042.1826
Windows 10,Semi-Annual Channel,KB5014666,2022-06-28,19042.1806
Windows 10,Semi-Annual Channel,KB5016139,2022-06-20,19042.1767
Windows 10,Semi-Annual Channel,KB5014699,2022-06-14,19042.1766
Windows 10,Semi-Annual Channel,KB5014023,2022-06-02,19042.1741
Windows 10,Semi-Annual Channel,KB5015020,2022-05-19,19042.1708
Windows 10,Semi-Annual Channel,KB5013942,2022-05-10,19042.1706
Windows 10,Semi-Annual Channel,KB5011831,2022-04-25,19042.1682
Windows 10,Semi-Annual Channel,KB5012599,2022-04-12,19042.1645
Windows 10,Semi-Annual Channel,KB5011543,2022-03-22,19042.1620
Windows 10,Semi-Annual Channel,KB5011487,2022-03-08,19042.1586
Windows 10,Semi-Annual Channel,KB5010415,2022-02-15,19042.1566
Windows 10,Semi-Annual Channel,KB5010342,2022-02-08,19042.1526
Windows 10,Semi-Annual Channel,KB5009596,2022-01-25,19042.1503
Windows 10,Semi-Annual Channel,KB5010793,2022-01-17,19042.1469
Windows 10,Semi-Annual Channel,KB5009543,2022-01-11,19042.1466
Windows 10,Semi-Annual Channel,KB5008212,2021-12-14,19042.1415
Windows 10,Semi-Annual Channel,KB5007253,2021-11-22,19042.1387
Windows 10,Semi-Annual Channel,KB5007186,2021-11-09,19042.1348
Windows 10,Semi-Annual Channel,KB5006738,2021-10-26,19042.1320
Windows 10,Semi-Annual Channel,KB5006670,2021-10-12,19042.1288
Windows 10,Semi-Annual Channel,KB5005611,2021-09-30,19042.1266
Windows 10,Semi-Annual Channel,KB5005565,2021-09-14,19042.1237
Windows 10,Semi-Annual Channel,KB5005101,2021-09-01,19042.1202
Windows 10,Semi-Annual Channel,KB5005033,2021-08-10,19042.1165
Windows 10,Semi-Annual Channel,KB5004296,2021-07-29,19042.1151
Windows 10,Semi-Annual Channel,KB5004237,2021-07-13,19042.1110
Windows 10,Semi-Annual Channel,KB5004945,2021-07-06,19042.1083
Windows 10,Semi-Annual Channel,KB5004760,2021-06-29,19042.1082
Windows 10,Semi-Annual Channel,KB5003690,2021-06-21,19042.1081
Windows 10,Semi-Annual Channel,KB5004476,2021-06-11,19042.1055
Windows 10,Semi-Annual Channel,KB5003637,2021-06-08,19042.1052
Windows 10,Semi-Annual Channel,KB5003214,2021-05-25,19042.1023
Windows 10,Semi-Annual Channel,KB5003173,2021-05-11,19042.985
Windows 10,Semi-Annual Channel,KB5001391,2021-04-28,19042.964
Windows 10,Semi-Annual Channel,KB5001330,2021-04-13,19042.928
Windows 10,Semi-Annual Channel,KB5000842,2021-03-29,19042.906
Windows 10,Semi-Annual Channel,KB5001649,2021-03-18,19042.870
Windows 10,Semi-Annual Channel,KB5001567,2021-03-15,19042.868
Windows 10,Semi-Annual Channel,KB5000802,2021-03-09,19042.867
Windows 10,Semi-Annual Channel,KB4601382,2021-02-24,19042.844
Windows 10,Semi-Annual Channel,KB4601319,2021-02-09,19042.804
Windows 10,Semi-Annual Channel,KB4598291,2021-02-02,19042.789
Windows 10,Semi-Annual Channel,KB4598242,2021-01-12,19042.746
Windows 10,Semi-Annual Channel,KB4592438,2020-12-08,19042.685
Windows 10,Semi-Annual Channel,KB4586853,2020-11-30,19042.662
Windows 10,Semi-Annual Channel,KB4594440,2020-11-19,19042.631
Windows 10,Semi-Annual Channel,KB4586781,2020-11-10,19042.630
Windows 10,Semi-Annual Channel,KB4580364,2020-10-29,19042.610
Windows 10,Semi-Annual Channel,,2020-10-20,19042.572
Windows 10,Semi-Annual Channel,KB5008212,2021-12-14,19041.1415
Windows 10,Semi-Annual Channel,KB5007253,2021-11-22,19041.1387
Windows 10,Semi-Annual Channel,KB5007186,2021-11-09,19041.1348
Windows 10,Semi-Annual Channel,KB5006738,2021-10-26,19041.1320
Windows 10,Semi-Annual Channel,KB5006670,2021-10-12,19041.1288
Windows 10,Semi-Annual Channel,KB5005611,2021-09-30,19041.1266
Windows 10,Semi-Annual Channel,KB5005565,2021-09-14,19041.1237
Windows 10,Semi-Annual Channel,KB5005101,2021-09-01,19041.1202
Windows 10,Semi-Annual Channel,KB5005033,2021-08-10,19041.1165
Windows 10,Semi-Annual Channel,KB5004296,2021-07-29,19041.1151
Windows 10,Semi-Annual Channel,KB5004237,2021-07-13,19041.1110
Windows 10,Semi-Annual Channel,KB5004945,2021-07-06,19041.1083
Windows 10,Semi-Annual Channel,KB5004760,2021-06-29,19041.1082
Windows 10,Semi-Annual Channel,KB5003690,2021-06-21,19041.1081
Windows 10,Semi-Annual Channel,KB5004476,2021-06-11,19041.1055
Windows 10,Semi-Annual Channel,KB5003637,2021-06-08,19041.1052
Windows 10,Semi-Annual Channel,KB5003214,2021-05-25,19041.1023
Windows 10,Semi-Annual Channel,KB5003173,2021-05-11,19041.985
Windows 10,Semi-Annual Channel,KB5001391,2021-04-28,19041.964
Windows 10,Semi-Annual Channel,KB5001330,2021-04-13,19041.928
Windows 10,Semi-Annual Channel,KB5000842,2021-03-29,19041.906
Windows 10,Semi-Annual Channel,KB5001649,2021-03-18,19041.870
Windows 10,Semi-Annual Channel,KB5001567,2021-03-15,19041.868
Windows 10,Semi-Annual Channel,KB5000802,2021-03-09,19041.867
Windows 10,Semi-Annual Channel,KB4601382,2021-02-24,19041.844
Windows 10,Semi-Annual Channel,KB4601319,2021-02-09,19041.804
Windows 10,Semi-Annual Channel,KB4598291,2021-02-02,19041.789
Windows 10,Semi-Annual Channel,KB4598242,2021-01-12,19041.746
Windows 10,Semi-Annual Channel,KB4592438,2020-12-08,19041.685
Windows 10,Semi-Annual Channel,KB4586853,2020-11-30,19041.662
Windows 10,Semi-Annual Channel,KB4594440,2020-11-19,19041.631
Windows 10,Semi-Annual Channel,KB4586781,2020-11-10,19041.630
Windows 10,Semi-Annual Channel,KB4580364,2020-10-29,19041.610
Windows 10,Semi-Annual Channel,KB4579311,2020-10-13,19041.572
Windows 10,Semi-Annual Channel,KB4577063,2020-10-01,19041.546
Windows 10,Semi-Annual Channel,KB4571756,2020-09-08,19041.508
Windows 10,Semi-Annual Channel,KB4571744,2020-09-03,19041.488
Windows 10,Semi-Annual Channel,KB4566782,2020-08-11,19041.450
Windows 10,Semi-Annual Channel,KB4568831,2020-07-31,19041.423
Windows 10,Semi-Annual Channel,KB4565503,2020-07-14,19041.388
Windows 10,Semi-Annual Channel,KB4567523,2020-06-18,19041.331
Windows 10,Semi-Annual Channel,KB4557957,2020-06-09,19041.329
Windows 10,Semi-Annual Channel,,2020-05-27,19041.264
Windows 10,Semi-Annual Channel,KB5013945,2022-05-10,18363.2274
Windows 10,Semi-Annual Channel,KB5012591,2022-04-12,18363.2212
Windows 10,Semi-Annual Channel,KB5011485,2022-03-08,18363.2158
Windows 10,Semi-Annual Channel,KB5010345,2022-02-08,18363.2094
Windows 10,Semi-Annual Channel,KB5010792,2022-01-17,18363.2039
Windows 10,Semi-Annual Channel,KB5009545,2022-01-11,18363.2037
Windows 10,Semi-Annual Channel,KB5008206,2021-12-14,18363.1977
Windows 10,Semi-Annual Channel,KB5007189,2021-11-09,18363.1916
Windows 10,Semi-Annual Channel,KB5006667,2021-10-12,18363.1854
Windows 10,Semi-Annual Channel,KB5005624,2021-09-21,18363.1832
Windows 10,Semi-Annual Channel,KB5005566,2021-09-14,18363.1801
Windows 10,Semi-Annual Channel,KB5005103,2021-08-26,18363.1766
Windows 10,Semi-Annual Channel,KB5005031,2021-08-10,18363.1734
Windows 10,Semi-Annual Channel,KB5004293,2021-07-29,18363.1714
Windows 10,Semi-Annual Channel,KB5004245,2021-07-13,18363.1679
Windows 10,Semi-Annual Channel,KB5004946,2021-07-06,18363.1646
Windows 10,Semi-Annual Channel,KB5003698,2021-06-15,18363.1645
Windows 10,Semi-Annual Channel,KB5003635,2021-06-08,18363.1621
Windows 10,Semi-Annual Channel,KB5003212,2021-05-20,18363.1593
Windows 10,Semi-Annual Channel,KB5003169,2021-05-11,18363.1556
Windows 10,Semi-Annual Channel,KB5001396,2021-04-22,18363.1533
Windows 10,Semi-Annual Channel,KB5001337,2021-04-13,18363.1500
Windows 10,Semi-Annual Channel,KB5000850,2021-03-25,18363.1474
Windows 10,Semi-Annual Channel,KB5001648,2021-03-18,18363.1443
Windows 10,Semi-Annual Channel,KB5001566,2021-03-15,18363.1441
Windows 10,Semi-Annual Channel,KB5000808,2021-03-09,18363.1440
Windows 10,Semi-Annual Channel,KB4601380,2021-02-16,18363.1411
Windows 10,Semi-Annual Channel,KB5001028,2021-02-11,18363.1379
Windows 10,Semi-Annual Channel,KB4601315,2021-02-09,18363.1377
Windows 10,Semi-Annual Channel,KB4598298,2021-01-21,18363.1350
Windows 10,Semi-Annual Channel,KB4598229,2021-01-12,18363.1316
Windows 10,Semi-Annual Channel,KB4592449,2020-12-08,18363.1256
Windows 10,Semi-Annual Channel,KB4586819,2020-11-19,18363.1237
Windows 10,Semi-Annual Channel,KB4594443,2020-11-19,18363.1199
Windows 10,Semi-Annual Channel,KB4586786,2020-11-10,18363.1198
Windows 10,Semi-Annual Channel,KB4580386,2020-10-20,18363.1171
Windows 10,Semi-Annual Channel,KB4577671,2020-10-13,18363.1139
Windows 10,Semi-Annual Channel,KB4577062,2020-09-16,18363.1110
Windows 10,Semi-Annual Channel,KB4574727,2020-09-08,18363.1082
Windows 10,Semi-Annual Channel,KB4566116,2020-08-20,18363.1049
Windows 10,Semi-Annual Channel,KB4565351,2020-08-11,18363.1016
Windows 10,Semi-Annual Channel,KB4559004,2020-07-21,18363.997
Windows 10,Semi-Annual Channel,KB4565483,2020-07-14,18363.959
Windows 10,Semi-Annual Channel,KB4567512,2020-06-16,18363.904
Windows 10,Semi-Annual Channel,KB4560960,2020-06-09,18363.900
Windows 10,Semi-Annual Channel,KB4556799,2020-05-12,18363.836
Windows 10,Semi-Annual Channel,KB4550945,2020-04-21,18363.815
Windows 10,Semi-Annual Channel,KB4549951,2020-04-14,18363.778
Windows 10,Semi-Annual Channel,KB4554364,2020-03-30,18363.753
Windows 10,Semi-Annual Channel,KB4541335,2020-03-24,18363.752
Windows 10,Semi-Annual Channel,KB4551762,2020-03-12,18363.720
Windows 10,Semi-Annual Channel,KB4540673,2020-03-10,18363.719
Windows 10,Semi-Annual Channel,KB4535996,2020-02-27,18363.693
Windows 10,Semi-Annual Channel,KB4532693,2020-02-11,18363.657
Windows 10,Semi-Annual Channel,KB4532695,2020-01-28,18363.628
Windows 10,Semi-Annual Channel,KB4528760,2020-01-14,18363.592
Windows 10,Semi-Annual Channel,KB4530684,2019-12-10,18363.535
Windows 10,Semi-Annual Channel,KB4524570,2019-11-12,18363.476
Windows 10,Semi-Annual Channel,KB4592449,2020-12-08,18362.1256
Windows 10,Semi-Annual Channel,KB4586819,2020-11-19,18362.1237
Windows 10,Semi-Annual Channel,KB4594443,2020-11-19,18362.1199
Windows 10,Semi-Annual Channel,KB4586786,2020-11-10,18362.1198
Windows 10,Semi-Annual Channel,KB4580386,2020-10-20,18362.1171
Windows 10,Semi-Annual Channel,KB4577671,2020-10-13,18362.1139
Windows 10,Semi-Annual Channel,KB4577062,2020-09-16,18362.1110
Windows 10,Semi-Annual Channel,KB4574727,2020-09-08,18362.1082
Windows 10,Semi-Annual Channel,KB4566116,2020-08-20,18362.1049
Windows 10,Semi-Annual Channel,KB4565351,2020-08-11,18362.1016
Windows 10,Semi-Annual Channel,KB4559004,2020-07-21,18362.997
Windows 10,Semi-Annual Channel,KB4565483,2020-07-14,18362.959
Windows 10,Semi-Annual Channel,KB4567512,2020-06-16,18362.904
Windows 10,Semi-Annual Channel,KB4560960,2020-06-09,18362.900
Windows 10,Semi-Annual Channel,KB4556799,2020-05-12,18362.836
Windows 10,Semi-Annual Channel,KB4550945,2020-04-21,18362.815
Windows 10,Semi-Annual Channel,KB4549951,2020-04-14,18362.778
Windows 10,Semi-Annual Channel,KB4554364,2020-03-30,18362.753
Windows 10,Semi-Annual Channel,KB4541335,2020-03-24,18362.752
Windows 10,Semi-Annual Channel,KB4551762,2020-03-12,18362.720
Windows 10,Semi-Annual Channel,KB4540673,2020-03-10,18362.719
Windows 10,Semi-Annual Channel,KB4535996,2020-02-27,18362.693
Windows 10,Semi-Annual Channel,KB4532693,2020-02-11,18362.657
Windows 10,Semi-Annual Channel,KB4532695,2020-01-28,18362.628
Windows 10,Semi-Annual Channel,KB4528760,2020-01-14,18362.592
Windows 10,Semi-Annual Channel,KB4530684,2019-12-10,18362.535
Windows 10,Semi-Annual Channel,KB4524570,2019-11-12,18362.476
Windows 10,Semi-Annual Channel,KB4522355,2019-10-24,18362.449
Windows 10,Semi-Annual Channel,KB4517389,2019-10-08,18362.418
Windows 10,Semi-Annual Channel,KB4524147,2019-10-03,18362.388
Windows 10,Semi-Annual Channel,KB4517211,2019-09-26,18362.387
Windows 10,Semi-Annual Channel,KB4522016,2019-09-23,18362.357
Windows 10,Semi-Annual Channel,KB4515384,2019-09-10,18362.356
Windows 10,Semi-Annual Channel,KB4512941,2019-08-30,18362.329
Windows 10,Semi-Annual Channel,KB4512508,2019-08-13,18362.295
Windows 10,Semi-Annual Channel,KB4505903,2019-07-26,18362.267
Windows 10,Semi-Annual Channel,KB4507453,2019-07-09,18362.239
Windows 10,Semi-Annual Channel,KB4501375,2019-06-27,18362.207
Windows 10,Semi-Annual Channel,KB4503293,2019-06-11,18362.175
Windows 10,Semi-Annual Channel,KB4497935,2019-05-29,18362.145
Windows 10,Semi-Annual Channel,KB4505057,2019-05-21,18362.116
Windows 10,LTSC,KB5073723,2026-01-13,17763.8276
Windows 10,LTSC,KB5074975,2025-12-18,17763.8148
Windows 10,LTSC,KB5071544,2025-12-09,17763.8146
Windows 10,LTSC,KB5068791,2025-11-11,17763.8027
Windows 10,LTSC,KB5070883,2025-10-23,17763.7922
Windows 10,LTSC,KB5066586,2025-10-14,17763.7919
Windows 10,LTSC,KB5065428,2025-09-09,17763.7792
Windows 10,LTSC,KB5066187,2025-08-19,17763.7683
Windows 10,LTSC,KB5063877,2025-08-12,17763.7678
Windows 10,LTSC,KB5062557,2025-07-08,17763.7558
Windows 10,LTSC,KB5060531,2025-06-10,17763.7434
Windows 10,LTSC,KB5061978,2025-05-27,17763.7322
Windows 10,LTSC,KB5058392,2025-05-13,17763.7314
Windows 10,LTSC,KB5059091,2025-04-16,17763.7249
Windows 10,LTSC,KB5058922,2025-04-11,17763.7240
Windows 10,LTSC,KB5055519,2025-04-08,17763.7136
Windows 10,LTSC,KB5053596,2025-03-11,17763.7009
Windows 10,LTSC,KB5052000,2025-02-11,17763.6893
Windows 10,LTSC,KB5050008,2025-01-14,17763.6775
Windows 10,LTSC,KB5048661,2024-12-10,17763.6659
Windows 10,LTSC,KB5046615,2024-11-12,17763.6532
Windows 10,LTSC,KB5044277,2024-10-08,17763.6414
Windows 10,LTSC,KB5043050,2024-09-10,17763.6293
Windows 10,LTSC,KB5041578,2024-08-13,17763.6189
Windows 10,LTSC,KB5040430,2024-07-09,17763.6054
Windows 10,LTSC,KB5039217,2024-06-11,17763.5936
Windows 10,LTSC,KB5039705,2024-05-23,17763.5830
Windows 10,LTSC,KB5037765,2024-05-14,17763.5820
Windows 10,LTSC,KB5036896,2024-04-09,17763.5696
Windows 10,LTSC,KB5037425,2024-03-25,17763.5579
Windows 10,LTSC,KB5035849,2024-03-12,17763.5576
Windows 10,LTSC,KB5034768,2024-02-13,17763.5458
Windows 10,LTSC,KB5034127,2024-01-09,17763.5329
Windows 10,LTSC,KB5033371,2023-12-12,17763.5206
Windows 10,LTSC,KB5032196,2023-11-14,17763.5122
Windows 10,LTSC,KB5031361,2023-10-10,17763.4974
Windows 10,LTSC,KB5030214,2023-09-12,17763.4851
Windows 10,LTSC,KB5029247,2023-08-08,17763.4737
Windows 10,LTSC,KB5028168,2023-07-11,17763.4645
Windows 10,LTSC,KB5027222,2023-06-13,17763.4499
Windows 10,LTSC,KB5026362,2023-05-09,17763.4377
Windows 10,LTSC,KB5025229,2023-04-11,17763.4252
Windows 10,LTSC,KB5023702,2023-03-14,17763.4131
Windows 10,LTSC,KB5022840,2023-02-14,17763.4010
Windows 10,LTSC,KB5022286,2023-01-10,17763.3887
Windows 10,LTSC,KB5022554,2022-12-20,17763.3772
Windows 10,LTSC,KB5021237,2022-12-13,17763.3770
Windows 10,LTSC,KB5021655,2022-11-17,17763.3653
Windows 10,LTSC,KB5019966,2022-11-08,17763.3650
Windows 10,LTSC,KB5020438,2022-10-17,17763.3534
Windows 10,LTSC,KB5018419,2022-10-11,17763.3532
Windows 10,LTSC,KB5017379,2022-09-20,17763.3469
Windows 10,LTSC,KB5017315,2022-09-13,17763.3406
Windows 10,LTSC,KB5016690,2022-08-23,17763.3346
Windows 10,LTSC,KB5016623,2022-08-09,17763.3287
Windows 10,LTSC,KB5015880,2022-07-21,17763.3232
Windows 10,LTSC,KB5015811,2022-07-12,17763.3165
Windows 10,LTSC,KB5014669,2022-06-23,17763.3113
Windows 10,LTSC,KB5014692,2022-06-14,17763.3046
Windows 10,LTSC,KB5014022,2022-05-24,17763.2989
Windows 10,LTSC,KB5015018,2022-05-19,17763.2931
Windows 10,LTSC,KB5013941,2022-05-10,17763.2928
Windows 10,LTSC,KB5012636,2022-04-21,17763.2867
Windows 10,LTSC,KB5012647,2022-04-12,17763.2803
Windows 10,LTSC,KB5011551,2022-03-22,17763.2746
Windows 10,LTSC,KB5011503,2022-03-08,17763.2686
Windows 10,LTSC,KB5010427,2022-02-15,17763.2628
Windows 10,LTSC,KB5010351,2022-02-08,17763.2565
Windows 10,LTSC,KB5009616,2022-01-25,17763.2510
Windows 10,LTSC,KB5010791,2022-01-18,17763.2458
Windows 10,LTSC,KB5009557,2022-01-11,17763.2452
Windows 10,LTSC,KB5010196,2022-01-04,17763.2369
Windows 10,LTSC,KB5008218,2021-12-14,17763.2366
Windows 10,LTSC,KB5007266,2021-11-22,17763.2330
Windows 10,LTSC,KB5008602,2021-11-14,17763.2305
Windows 10,LTSC,KB5007206,2021-11-09,17763.2300
Windows 10,LTSC,KB5006744,2021-10-19,17763.2268
Windows 10,LTSC,KB5006672,2021-10-12,17763.2237
Windows 10,LTSC,KB5005625,2021-09-21,17763.2213
Windows 10,LTSC,KB5005568,2021-09-14,17763.2183
Windows 10,LTSC,KB5005102,2021-08-26,17763.2145
Windows 10,LTSC,KB5005030,2021-08-10,17763.2114
Windows 10,LTSC,KB5005394,2021-07-27,17763.2091
Windows 10,LTSC,KB5004308,2021-07-20,17763.2090
Windows 10,LTSC,KB5004244,2021-07-13,17763.2061
Windows 10,LTSC,KB5004947,2021-07-06,17763.2029
Windows 10,LTSC,KB5003703,2021-06-15,17763.2028
Windows 10,LTSC,KB5003646,2021-06-08,17763.1999
Windows 10,LTSC,KB5003217,2021-05-20,17763.1971
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5003171,2021-05-11,17763.1935
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5001384,2021-04-22,17763.1911
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5001342,2021-04-13,17763.1879
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5000854,2021-03-25,17763.1852
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5001638,2021-03-18,17763.1823
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5001568,2021-03-15,17763.1821
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB5000822,2021-03-09,17763.1817
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4601383,2021-02-16,17763.1790
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4601345,2021-02-09,17763.1757
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4598296,2021-01-21,17763.1728
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4598230,2021-01-12,17763.1697
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4592440,2020-12-08,17763.1637
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4586839,2020-11-19,17763.1613
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4594442,2020-11-17,17763.1579
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4586793,2020-11-10,17763.1577
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4580390,2020-10-20,17763.1554
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4577668,2020-10-13,17763.1518
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4577069,2020-09-16,17763.1490
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4570333,2020-09-08,17763.1457
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4571748,2020-08-20,17763.1432
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4565349,2020-08-11,17763.1397
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4559003,2020-07-21,17763.1369
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4558998,2020-07-14,17763.1339
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4567513,2020-06-16,17763.1294
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4561608,2020-06-09,17763.1282
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4551853,2020-05-12,17763.1217
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4550969,2020-04-21,17763.1192
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4549949,2020-04-14,17763.1158
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4554354,2020-03-30,17763.1132
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4541331,2020-03-17,17763.1131
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4538461,2020-03-10,17763.1098
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4537818,2020-02-25,17763.1075
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4532691,2020-02-11,17763.1039
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4534321,2020-01-23,17763.1012
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4534273,2020-01-14,17763.973
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4530715,2019-12-10,17763.914
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4523205,2019-11-12,17763.864
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4520062,2019-10-15,17763.832
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4519338,2019-10-08,17763.805
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4524148,2019-10-03,17763.775
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4516077,2019-09-24,17763.774
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4522015,2019-09-23,17763.740
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4512578,2019-09-10,17763.737
Windows 10,Semi-Annual Channel  •  Semi-Annual Channel (Targeted)  •  LTSC,KB4512534,2019-08-17,17763.720
